id;artist;date;language  ;text;ad category;topic;place;adress;LATITUDE;LONGITUDE
DG2004/2710;Anonym (Künstler_in);1891;7;"1891; JAARMARKT VAN WILLEBROECK";entertainment;fair;Willebroek;;51,05983;4,36404
DG2004/2711;Anonym (Künstler_in);1891;3;"1891; CERCLE L'UNION DE MOLENBEEK; GRAND CARNAVAL; Dimanche 15 Fevrier 1891";entertainment;ball;Molenbeek;;50,852201;4,330328
DG2004/532;Boutet de Monvel Bernard (Künstler_in);1891;3;"LA PETITE POUCETTE; de Maurice Ordenneau et Maurice Hennequin;  MUSIQUE DE RAOUL PUGNO; 17. Place de la Madeleine, Paris";entertainment;concert;Paris;;48,856614;2,352222
DG2004/561/1;Chéret Jules (Künstler_in);1891;3;Les Coulisses de l'Opéra au MUSÉE GRÉVIN ;entertainment;exhibition;Paris;;48,856614;2,352222
DG2004/561/2;Chéret Jules (Künstler_in);1891;3;Les Coulisses de l'Opéra au MUSÉE GRÉVIN;entertainment;exhibition;Paris;;48,856614;2,352222
DG2004/2543;Clarys Alexandre (Künstler_in);1891;3;"ROYAL CERCLE ÉQUESTRE DE BRUXELLES; CONCOURS HIPPIQUE; EXPOSITION DE CHEVAUX REPRODUCTEURS; 1891";entertainment;horse race;Brussels;;50,846647;4,352233
DG2001/456;Toulouse-Lautrec Henri de (Künstler_in);1891;3;"Moulin Rouge; dal tous les soirs; La Goulue";entertainment;show;Paris;;48,856614;2,352222
DGNF9321;Varrone Johann (Künstler_in);1891 (1893);1;"Salzkammergut-Localbahn; Fahrplan 1893";travel;train;Salzkammergut;;47,596475;13,902096
DG2003/1134;Schließmann Hans (Künstler_in);1891;1;Verlag Robert Mohr in Wien, 1. Domgasse 4 erschien soeben und ist in allen Buch- und Kunsthandlungen vorrähtig: Wiener Schattenbilder von Hans Schliessmann, Text von Ed. Poetzl;entertainment;book;Vienna;;48,208174;16,373819
DG2004/1184;Anonym (Künstler_in);1892;3;"CALAIS ROME EXPRESS; A PARTIR DU LUNDI 4 JANVIER 1892";travel;train;Rome;;41,90251;12,496221
DG2004/2688;Anonym (Künstler_in);1892;3;"XPOSITION DU SPORT VÉLOCIPÉDIQUE; L'Union et Véloce Club BRUXELLOIS; SALLE VEYDT; DU 13 AU 29 FÉVRIER 1892";entertainment;exhibition;Brussels;;50,846647;4,352233
DG2004/2770;Anonym (Künstler_in);1892;3;"ZURICH; Trains Internationaux Suisse; Internationale Schnellzugverbindungen Sommer-Saison 1892";travel;train;Zurich;;47,36865;8,539183
DG2004/2538/1;Cassiers Henrick (Künstler_in);1892;3;"OSTENDE; SAISON DES BAINS 1892; OUVERTURE DES BAINS ET DU KURSAAL";entertainment;ball;Ostende;;51,21543;2,928656
DG2004/2538/2;Cassiers Henrick (Künstler_in);1892;3;"OSTENDE; SAISON DES BAINS 1892; OUVERTURE DES BAINS ET DU KURSAAL";entertainment;ball;Ostende;;51,21543;2,928656
DG2004/553;Chéret Jules (Künstler_in);1892;3;"MUSÉE GRÉVIN; PANTOMIMES LUMINEUSES; Théâtre Optique de E. REYNAUD";entertainment;play;Paris;;48,856614;2,352222
DG2004/567;Chéret Jules (Künstler_in);1892;3;"CHEMINS DE FER P.L.M.; Auvergne Vichy; Royat; pres Clermont-F.D; de Paris a Vichy en 6h1/2";travel;train;Vichy;;46,131859;3,425488
DG2004/619;Forain Jean-Louis (Künstler_in);1892;3;"Palais de L'Industrie; Aout Novembre; Exposition DES ARTS DE LA FEMME; LA PARISIENNE DU SIÈCLE; 7 Dioramas par Poilpot";entertainment;exhibition;Paris;;48,856614;2,352222
DG2004/769;Réalier-Dumas Maurice (Künstler_in);1892;3;"BEC AUER; INCANDESCENCE PAR LE GAZ";household;lamp;Paris;;48,856614;2,352222
DGNF8605/1;Chéret Jules (Künstler_in);1892;3;"Musée Grévin;  Pantomimes Lumineuses; Les Maîtres de l'Affiche PL. 41: MUSÉE GRÉVIN PANTOMIMES";entertainment;play;Paris;;48,856614;2,352222
DG2004/597;Denis Maurice (Künstler_in);1892;3;LA DÉPÊCHE DE TOULOUSE en vente a Paris;entertainment;newspaper;Paris;;48,856614;2,352222
DG2004/1668;Feragutti-Visconti Adolfo (Künstler_in);1892;5;"ESPOSIZIONE ITALO-AMERICANA; Genova 1892";entertainment;exhibition;Geneva;;46,20248;6,146193
DG2004/2612;Herbo Léon (Künstler_in);1892;3;"EXPOSITION INTERNATIONALE DE POUPÉES; 26. Rue de la Science;  BRUXELLES";entertainment;exhibition;Brussels;;50,846647;4,352233
DG2004/787;Schwabe Carlos (Künstler_in);1892;3;"SALON ROSE CROIX; GALERIE DURAND-RUEL";entertainment;gallery;Paris;;48,856614;2,352222
DG2004/2634;Livemont Privat (Künstler_in);1892;3;"COMMUNE SAINT-JOSSE-TEN-NOODE; EXPOSITION LOCALE; du 11 Août au 11 Septembre 1892";entertainment;exhibition;SAINT-JOSSE-TEN-NOODE;;50,853772;4,370466
DG2003/536;Klimt Ernst (Künstler_in);1892;1;"INTERNATIONALE AUSSTELLUNG FÜR MUSIK- UND THEATERWESEN; WIEN 1892; K.K. PRATER, ROTUNDE";entertainment;exhibition;Vienna;Prater;48,21423;16,402956
DG2004/3757;Nuijs C. J. W. (Künstler_in);1892;3;"CHEMINS DE FER DE L'ÉTAT BELGE ET DE MALINES-TERNEUZEN; EXCURSION À L'ÎLE DE WALCHEREN";travel;train;Walcheren;;51,52374;3,575839
DG2004/3779;Anonym (Künstler_in);1893;3;"Voyages Extraordinaires; ÉTRENNES 1883; J HETZEL & Cie.; EDITEURS; PARIS";entertainment;novel;Paris;;48,856614;2,352222
DG2004/1176;Anonym (Künstler_in);1893;3;"L'ARMÉE DE LA LOIRE; PAR GRENEST; GARNIER FRÈRES, Éditeurs, 6. rue des Saint-Pères, PARIS";entertainment;magazine;Paris;;48,856614;2,352222
DG2004/2655;Anonym (Künstler_in);1893;3;"CONSERVATOIRE AFRICAIN; MARDI-GRAS 1893; COLLECTE au profet des créches de la ville de Bruxelles; Rue de Laeken";entertainment;concert;Brussels;;50,846647;4,352233
DG2004/2717;Anonym (Künstler_in);1893;3;"UNION MUSICALE DES ATELIERS DU LUXEMBOURG; GRAND-CARNAVAL; DIMANCHE 19 FÉVRIER 1893; Rue de Collège, 28, place Communale, Ixelles";entertainment;ball;Ixelles;;50,833343;4,366629
DG2004/2722;Anonym (Künstler_in);1893;3;"A l'occasion de la MISE EN BIÈRE DU TEMPLE DES AUGUSTINS; LES VRAIS PIPPARTS; le DIMANCHE 26 MARS 1893; THEATRE LYRIQUE; place du marche, Schaerbeek";entertainment;play;Schaerbeek;;50,867416;4,377298
DG2004/552;Chéret Jules (Künstler_in);1893;3;"FOLIES-BERGÈRE; Emilienne d'Alencon; Tous les Soirs";entertainment;show;Paris;32 Rue Richer;48,874204;2,344856
DG2003/1857;Christiansen Hans Heinrich (Künstler_in);1893/1894;10;HAMBORGER POSTKORTEN;luxury;postcards;Hamburg;;53,551085;9,993682
DG2004/2604;Gaudy Georges (Künstler_in);1893;3;"VÉLODROME BRUXELLOIS; Avenue de Longchamps";entertainment;bicycle race;Brussels;;50,846647;4,352233
DG2004/1907;Hardy Dudley (Künstler_in);1893;2;"THE CHIEFTAIN; D'OYLY CARTE'S OPERA COMPANY.";entertainment;opera;;;;
DG2003/2005;Hofmann Ludwig von (Künstler_in);1893;1;"FREIE BERLINER KUNSTAUSSTELLUNG 1893; Alt Moabit 1";entertainment;exhibition;Berlin;;52,520007;13,404954
DG2004/660;Ibels Henri Gabriel (Künstler_in);1893;3;"l'Escarmouche; Journal ILLUSTRÉ Hebdomadaire; 15., Rue Baudin";entertainment;magazine;Paris;;48,856614;2,352222
DG2004/1139;Willette Adolphe (Künstler_in);1893;3;prenez du Cacao Van Houten;food;cacao;Weesp;;52,308051;5,040622
DG2004/1133;Willette Adolphe (Künstler_in);1893;3;"EXPOSITION Internat.le DES PRODUITS DU COMMERCE & DE L'INDUSTRIE; PALAIS des BEAUX-ARTS & Galerie Rapp; CHAMP DE MARS; 1893";entertainment;exhibition;Paris;;48,856614;2,352222
DG2001/450;Toulouse-Lautrec Henri de (Künstler_in);1893;3;"theatre royale et galeries Saint-Hubert; Aristide Bruant dans son cabaret";entertainment;show;Brussels;;50,846647;4,352233
DG2003/2047;Klinger Max (Künstler_in);1893;1;SECESSION;entertainment;exhibition;Vienna;Secession;48,200527;16,365757
DG2004/637;Grasset Eugène Samuel (Künstler_in);1894;3;"SALON DES CENT; 3r, Rue Bonaparte, Paris. EXPOSITION E. GRASSET";entertainment;exhibition;Paris;31 Rue Bonaparte;48,85494;2,333942
DG2004/2666;Anonym (Künstler_in);1894;3;"Societé d'Harmonie; l'Année sociale 1894; ANDERLECHT-ATTRACTIONS; 1894; GRAND BAL dans les magnifiques salons du CHAPEAU BLANC";entertainment;ball;Anderlecht;;50,836581;4,308187
DG2004/2667;Anonym (Künstler_in);1894;7;"VILLE DE GAND; 1894; Fête Communale; GRAND CORTÈGE historique; Programma";entertainment;festival;Gent;;51,054342;3,717424
DG2004/2680;Anonym (Künstler_in);1894;3;"EXPOSITION INTERNATIONALE ANNUELLE DU CYCLE; UNION ET VELOCE CLUB BRUXELLOIS; PALAIS DU CYCLE; 19 au 28 Janvier 1895";entertainment;exhibition;Brussels;;50,846647;4,352233
DG2004/2703;Anonym (Künstler_in);1894;3;EXPOSITION UNIVERSELLE D'ANVERS 1894;entertainment;exhibition;Antwerpen;;51,219448;4,402464
DG2004/2704;Anonym (Künstler_in);1894;3;"EXPOSITION UNIVERSELLE; Dimanche 29 Juillet 1894; ANVERS";entertainment;exhibition;Antwerpen;;51,219448;4,402464
DG2004/2712;Anonym (Künstler_in);1894;3;"1894; CARNAVAL de BINCHE; PROGRAMME";entertainment;festival;Binche;;50,41218;4,1659
DG2004/2714;Anonym (Künstler_in);1894;3;"ÉLECTION PROVINCIALE DU 28 OCTOBRE 1894; LES CANDIDATS DE LA LISTE No. 1, LIBÉRAUX ET PROGRESSISTES UNIS; Votez pour la Liste N.1 celle den Vrais Libéraux et progressistes Bruxellois Unis";politics;election;Brussels;;50,846647;4,352233
DG2004/2520;Baetes Jules (Künstler_in);1894;7;WERELD-TENTOONSTELLING van ANTWERPEN 1894;entertainment;exhibition;Antwerpen;;51,219448;4,402464
DG2004/516;Baylac Lucien (Künstler_in);1894;3;"BICYCLETTES TERROT; Dijon";travel;bicycle;Dijon;;47,322047;5,04148
DG2004/1894;Beardsley Aubrey Vincent (Künstler_in);1894;2;Publisher. CHILDREN'S BOOKS. Topsys and Turvys.;entertainment;book;Brighton;;50,82253;-0,137163
DG2004/528;Bonnard Pierre (Künstler_in);1894;3;"Parait cahque mois; en livraisons de 100 pages; La Revue blanche";entertainment;magazine;;;;
DG2004/533;Boutet de Monvel Bernard (Künstler_in);1894;3;"PATE DENTIFRICE DU DOCTEUR PIERRE de la Faulte de medecine de Paris; en vente partout";household;toothpaste;Paris;;48,856614;2,352222
DG2004/1922;May Philipp (Künstler_in);1894;2;"Now Ready; Price 10 Cents; PHIL MAY; IN THE FEBRUARY BOOKBUYER; Charles Scribner's Sons, Publishers";entertainment;book;;;;
DG2004/577;Choubrac Alfred (Künstler_in);1894;3;"EXPOSITION Internationale de Vienne Autriche; du 20 Avril au 1er Juillet; Sport; Alimentation; Subsistances Militares Sauvetage et Moyens de Communication;";entertainment;exhibition;Vienna;;48,208174;16,373819
DG2004/2551;Crespin Adolphe (Künstler_in);1894;3;"PAUL HANKAR; ARCHITECTE; Rue de Facquz 63";household;shop;Saint-Gilles-​lez-Bruxelles;Rue de Facquz 63;50,830144;4,340218
DG2004/611;Feure Georges de (Künstler_in);1894;3;"5ème EXPOSITION, du 1.er au 31 Octobre; SALON DES CENT; 31 Rue Bonaparte";entertainment;exhibition;Paris;31 Rue Bonaparte;48,85494;2,333942
DG2004/620;Forain Jean-Louis (Künstler_in);1894;3;"Deuxième Salon du Cycle; PALAIS DE L'INDUSTRIE; Xbre 94";entertainment;exhibition;Paris;;48,856614;2,352222
DG2003/1961;Gysis Nicolaus (Künstler_in);1894;1;"PIANOS; RUD. IBACH SOHN;";luxury;pianos;Barmen;;51,268752;7,18026
DG2003/279;Hynais Vojtech (Künstler_in);1894;6;NÁRODOPISNÁ VÝSTAVA CESKOSLOVANSKÁ 1895 V PRAZE;entertainment;exhibition;Prague;;50,084089;14,423677
DG2004/661;Ibels Henri Gabriel (Künstler_in);1894;3;"Salon des CENT; Salon de la PLUME";entertainment;exhibition;Paris;31 Rue Bonaparte;48,85494;2,333942
DG2001/451;Toulouse-Lautrec Henri de (Künstler_in);1894;3;L'Artisan Moderne - Objets d'art, meubles, ensembles decoratifs;household;shop;Paris;;48,856614;2,352222
DG2004/739;Noury Gaston (Künstler_in);1894;3;"SALON DES CENT; 3ème EXPOSITION";entertainment;exhibition;Paris;31 Rue Bonaparte;48,85494;2,333942
DG2003/914;Lefler Heinrich (Künstler_in);1894;1;"GROSSES FEST IM AUGARTEN, WIEN, 1794-1994; 19. u. 20. MAI 1894";entertainment;festival;Vienna;;48,208174;16,373819
DG2003/1289;Wüst Ferdinand (Künstler_in);1894;1;"Volksfest WELS 1894; gewerbliche und landwirtschaftliche Ausstellung";entertainment;exhibition;Wels;;48,162421;14,030949
DG2004/1432;Mucha Alfons Maria (Künstler_in);1894;3;"GISMONDA; SARAH  BERNHARDT; THÉATRE DE LA RENAISSANCE";entertainment;play;Paris;;48,856614;2,352222
DG2004/766;Ranft Richard (Künstler_in);1894;3;"SALON DES CENT; EXPOSITION RICHARD RANFT; Du 5 au 30 Novembre";entertainment;exhibition;Paris;31 Rue Bonaparte;48,85494;2,333942
DG2003/2815;Rhead Louis John (Künstler_in);1894;2;"ST. NICHOLAS FOR YOUNG FOLKS; AUGUST HOLIDAY NUMBER; THE CENTURY CO. NEW YORK; 1894";entertainment;book;New York City;;40,712784;-74,005941
DG1914/718;Stachiewicz Peter (Künstler_in);1894;1;"LWÓW 1894; Powszechna wystawa krajowa; Unter dem Protectorate S Kais und Konigl Apost Majestät Franz Josef I; ALLGEMEINE LANDESAUSSTELLUNG IN LEMBERG; vom 1. Juni bis 1. October 1984";entertainment;exhibition;Lviv;;49,839683;24,029717
DG2003/1455;Stachiewicz Peter (Künstler_in);1894;1;"LWÓW 1894; Powszechna wystawa krajowa; Unter dem Protectorate S Kais und Konigl Apost Majestät Franz Josef I; ALLGEMEINE LANDESAUSSTELLUNG IN LEMBERG; vom 1. Juni bis 1. October 1984";entertainment;exhibition;Lviv;;49,839683;24,029717
DG2004/3770;Toorop Jan (Künstler_in);1894;7;DELFTSCHE SLAOLIE;food;salad oil;Delft;;52,011672;4,358065
DG2004/542;Ache Caran d' (Künstler_in);1895;3;"EXPOSITION RUSSE; Champ de Mars";entertainment;exhibition;Paris;Champ de Mars;48,855648;2,29863
DG2004/622;Fau Fernand (Künstler_in);1895;3;"14E EXPOSITION; SALON DES 100";entertainment;exhibition;Paris;31 Rue Bonaparte;48,85494;2,333942
DG2003/1183;Stanek Emanuel (Künstler_in);um 1900;3;"GUERRE SINO-JAPONAISE; Pourquoi les Japonais ont ils battu les Chinois?; TAPIOCA-BOUILLON; 6 Minutes le Cuisson dans de l'eau bouillante; dépot chez Boudier a Paris; 54 rue  le la Verrerie";food;bouillion;Paris; 54 rue  le la Verrerie;48,858301;2,352409
DG2004/617;Fonseca Gaston Simoes de (Künstler_in);um 1900;3;"Papier à Cigarettes; ABADIE PARIS";luxury;cigarette paper;Paris;;48,856614;2,352222
DG1914/721;Alési Friedrich Hugo d' (Künstler_in);um 1900;1;"JURA - SIMPLON BAHN; SCHWEIZ; Internationales Reisebureau Schenker & Co., I. Schottenring Nr. 3, Wien";travel;train;Switzerland;Simplon;46,195278;8,055917
DG2004/500;Alési Friedrich Hugo d' (Künstler_in);um 1900;3;"Montmorency; CHATEAU ET PARC DU Chataignier Brulé; A VENDRE";travel;destination;Paris;Montmorency ;48,863085;2,355102
DG2004/501;Alési Friedrich Hugo d' (Künstler_in);um 1900;3;"EXCURSIONS AU MONT-BLANC; CHEMINS DE FER P.L.M.";travel;train;Mont Blanc;;45,832622;6,865175
DG2004/502;Alési Friedrich Hugo d' (Künstler_in);um 1900;3;ST. HONORÉ LES BAINS;travel;destination;St Honoré Les Bains;;46,905344;3,841623
DG2004/503;Alési Friedrich Hugo d' (Künstler_in);um 1900;3;"ALGERIE; CHEMINS DE FER P.L.M.; VOYAGES CIRCULAIRES";travel;destination;Algeria;;36,752887;3,042048
DG2004/1953/1;Anonym (Künstler_in);um 1900;2;"PRINCE OF WALES THEATRE; LA STATUE DU COMMANDEUR";entertainment;play;London;"Prince of Wales Theatre; W1D6AS";51,51;-0,131772
DG2003/1795;Allers Christian Wilhelm (Künstler_in);um 1900;1;"Jacoby Soirée ""Moderne Wunder"" von Jacoby; Prestidigitateur aus Hamburg; Grosse Vorstellungen voll des höchsten dramatischen Interesses";entertainment;book;Hamburg;;53,551085;9,993682
DG2004/3783;Andersen Valdemar (Künstler_in);um 1900;9;"BADEANSTALTEN KJOBENHAVN; Studiestraede 61; Medicinske Bade Massage";entertainment;bath;Copenhagen;Studiestraede 61;55,676867;12,565259
45123;Anonym (Künstler_in);um 1900;1;"Älteste österreichische Fabrik .. Liköre; ADOLF Fränkel & Söhne; Biala";food;alcohol;Danzig;;54,352025;18,646638
DG1911/190;Anonym (Künstler_in);um 1900;1;"COLOSSEUM; Lotte Sarrow; Die Ehebrecherin";entertainment;play;Vienna;;48,208174;16,373819
DG1914/709/1;Anonym (Künstler_in);um 1900;1;Die Reichenberg-Gablonz-Tannwalder-Eisenbahn und das JESCHKEN- UND ISER-GEBIRGE;travel;train;Isergebirge;;50,820652;15,231166
DG1914/709/3;Anonym (Künstler_in);um 1900;1;BRENNERBAHN;travel;train;Brenner;;47,001782;11,506068
DG1914/709/6;Anonym (Künstler_in);um 1900;3;"Alsó Tátrafüred; KÖN. UNG. STAATSBAHNEN";travel;destination;Dolný Smokovec;;49,127062;20,250571
DG1914/712;Anonym (Künstler_in);um 1900;1;"WEIHNACHTSAUSSTELLUNG des BOSNISCHEN KUNSTGEWERBES; I. Hegelgasse No. 6";entertainment;exhibition;Vienna;Hegelgasse 6;48,204189;16,375917
DG1914/713;Anonym (Künstler_in);um 1900;1;"SEEBAD-CLIMAT. LUFTCURORT: SISTIANA; Südbahnstation Duino-Sistiana; Warme Meerbäder, mäßige Preise, Wiener Küche";travel;destination;Triest;Duino Sistiana;45,773277;13,640016
DG2003/1464;Anonym (Künstler_in);um 1900;6;"M. JOSSOT; VÝSTAVA Jeho Obarazo; … Klub Slavia; RUDOLFINUM; … Vstupné";entertainment;exhibition;Pilsen;Vstupné;;
DG2003/1471;Anonym (Künstler_in);um 1900;1;"COLOSSEUM; Mdm HANAKO, Japans berühmte Tragödin in OTAKE";entertainment;play;Vienna;;48,208174;16,373819
DG2003/1496;Anonym (Künstler_in);um 1900;1;"DANZER'S Orpheum; Direction C.W.Pertl; Heute u. täglich Grosse Vorstellung; Otero";entertainment;play;Vienna;Wasagasse 33;48,219491;16,358975
DG2003/1497;Anonym (Künstler_in);1905;1;"BEN TIEBER'S  APOLLO VARIÉTÉ-THEATER. ARIZONDA; Singspiel in 2 Bildern von Felix Dörmann; Musik von Gilbert.";entertainment;show;Vienna;Gumpendorferstrasse 63;48,197206;16,353689
DG2003/1498;Anonym (Künstler_in);1905;1;"BEN TIEBER'S APOLLO VARIÉTÉ THEATER; Abdul Hamid und Sanoba";entertainment;show;Vienna;Gumpendorferstrasse 63;48,197206;16,353689
DG2003/1513;Anonym (Künstler_in);um 1900;1;"WIENER COLOSSEUM; Amelia Stone";entertainment;show;Vienna;;48,208174;16,373819
DG2003/1517;Anonym (Künstler_in);um 1900;1;"ETABLISSEMENT NESTROY-SÄLE; II. PRATERSTR. 34.";entertainment;theatre;Vienna;Praterstrasse 34;48,214356;16,385053
DG2003/1523;Anonym (Künstler_in);um 1900;1;"IMPERIAL-KINO; ROTENTURMSTRASSE 19";entertainment;cinema;Vienna;Rotenturmstrasse 19;48,210619;16,37453
DG2003/1526;Anonym (Künstler_in);um 1900;6;Nezmeskám! Mám Vilímkuv Jízdní rád! Vysel ve ctyrech vydáních: pro Cechy 30h, Pro Moravu a Slezko 20 h;travel;train;Bohemia;;49,886398;14,433739
DG2003/1529;Anonym (Künstler_in);um 1900;1;"WÖRTHERSEE; KÄRNTEN AUSTRIA; grösstes u. wärmstes Alpenseebad";travel;destination;Wörthersee;;46,624559;14,154422
DG2003/1530;Anonym (Künstler_in);um 1900;1;Riesenrad;travel;destination;Vienna;Riesenrad;48,21662;16,395889
DG2003/1531;Anonym (Künstler_in);um 1900;3;"CHEMINS DE FER DE L'ÉTAT AUTRICHIEN; TYROL";travel;destination;Tyrol;;47,253741;11,601487
DG2003/1533;Anonym (Künstler_in);um 1900;1;Kein Fremder versäume den Besuch der neuen Thermen von WARMBAD VILLACH;travel;destination;Villach;;46,60856;13,85062
DG2003/1534;Anonym (Künstler_in);um 1900;1;ELEKTRISCHE BAHN auf den Pöstlingberg bei LINZ;travel;train;Linz;;48,30694;14,28583
DG2003/1535;Anonym (Künstler_in);um 1900;2;"WINTER climatic health and sea bathing resort ABBAZIA on the Adriatic Sea (Austrian Riviera); The Curanstalten of the International Sleeping Car Company";travel;destination;Opatija;;45,33762;14,305196
DG2003/1536;Anonym (Künstler_in);um 1900;1;"K. K. ÖSTERR. STAATSBAHNEN BREGENZ; Vorarlberg";travel;destination;Bregenz;;47,50075;9,74231
DG2003/1537;Anonym (Künstler_in);um 1900;1;ELEKTRISCHE BERGBAHN AUF DEN PÖSTLINGBERG BEI LINZ A/D;travel;train;Linz;;48,30694;14,28583
DG2003/1547;Anonym (Künstler_in);um 1900;1;Wiener Blumen Corso;entertainment;parade;Vienna;Prater;48,21423;16,402956
DG2003/1549/1;Anonym (Künstler_in);um 1900;1;"ETABLISSEMENT VENEDIG; MÜNCHENER FESTWIESE UND RODELBAHN";entertainment;funfair;Vienna;Prater;48,21423;16,402956
DG2003/1550;Anonym (Künstler_in);um 1900;1;VENETIANISCHES Carnevals-MASKENFEST;entertainment;ball;Vienna;Prater;48,21423;16,402956
DG2003/1551;Anonym (Künstler_in);um 1900;1;"""Alt-Wien"" am ""Rother Stadtl""; Um 3 Uhr: Abfahrt des Alt-Wiener Festzuges vom Gemeinde-Gasthause in Mauer.";entertainment;parade;Vienna;Liesing;48,135484;16,285896
DG2003/1555/1;Anonym (Künstler_in);um 1900;1;"Carl Hagenbeck's anthrop. zoolog. Ausstellung; Die Singhalesen (oberer Teil); 51 Einwohner der Insel Ceylon";entertainment;exhibition;Vienna;Prater;48,21423;16,402956
DG2003/1555/2;Anonym (Künstler_in);um 1900;1;"Carl Hagenbeck's anthrop. zoolog. Ausstellung; Die Singhalesen (oberer Teil); 51 Einwohner der Insel Ceylon";entertainment;exhibition;Vienna;Prater;48,21423;16,402956
DG2003/1555/3;Anonym (Künstler_in);um 1900;1;"Carl Hagenbeck's anthrop. zoolog. Ausstellung; Die Singhalesen (oberer Teil); 51 Einwohner der Insel Ceylon";entertainment;exhibition;Vienna;Prater;48,21423;16,402956
DG2003/1557;Anonym (Künstler_in);um 1900;1;"CIRCUS D'HIVER; BUSCHGEBÄUDE AM PRATERSTERN";entertainment;circus;Vienna;Praterstern;48,218584;16,39062
DG2003/1566;Anonym (Künstler_in);um 1900;3;"CIRCUS SCHUMANN; Tous les soirs; attraction sensationnelle; le cheal aeronaute Cromwell";entertainment;show;Vienna;Märzstraße 8-10;48,200132;16,33443
DG2003/1575;Anonym (Künstler_in);um 1900;1;"Hütteldorf-Bad; zwei große  Schwimm-Bassins mit stets fliessendem reinem Wasser. Douche und Wannenbäder; von 5 Uhr bis 8 Uhr Abends geöffnet";entertainment;bath;Vienna;Hütteldorf;48,203557;16,259954
DG2003/1577;Anonym (Künstler_in);um 1900;1;Internat. Sportplatz BADEN;entertainment;sports ground;Baden;;48,00214;16,23091
DG2003/1578;Anonym (Künstler_in);um 1900;1;"I. S. C. C. INTERNATIONALER SPORTCLUB CARLSBAD; Golf, Lawn Tennis,  Fechten, Schiessen, Internat. Tourniere, Saison: April - October";entertainment;sports ground;Karlsbad;Czech Rep;50,231852;12,871962
DG2003/1579;Anonym (Künstler_in);um 1900;4;HUNGÁRIA FÜRDÖ Európa legnagyobb fedett úszócsarnoka BUDAPEST, Dohány-u.44.;entertainment;bath;Budapest;;47,497912;19,040235
DG2003/1581/1;Anonym (Künstler_in);um 1900;1;"Kaisergarten; Der Todessturz aus den Lüften";entertainment;show;Vienna;Prater;48,21423;16,402956
DG2003/1581/2;Anonym (Künstler_in);um 1900;1;"Kaisergarten; Der Todessturz aus den Lüften";entertainment;show;Vienna;Prater;48,21423;16,402956
DG2003/1581/3;Anonym (Künstler_in);um 1900;1;"Kaisergarten; Der Todessturz aus den Lüften";entertainment;show;Vienna;Prater;48,21423;16,402956
DG2003/1585;Anonym (Künstler_in);um 1900;1;"MAGAZIN ZUM LIEBLING; Praterstrasse 26";entertainment;magazine;Vienna;Praterstrasse 26;48,213947;16,383705
DG2003/1586;Anonym (Künstler_in);um 1900;1;"UNÜBERTROFFEN MUSKELSTÄRKEND ALPENKRÄUTER FRANZBRANNTWEIN; DROGERIE MURPLATZ 1.";household;alcohol;Graz;Südtirolerplatz 1;47,070683;15,434263
DG2003/1587;Anonym (Künstler_in);um 1900;1;MEDIZINAL-DROGERIE M. WEINKOPF, GRAZ, MURPLATZ 1.;household;alcohol;Graz;Südtirolerplatz 1;47,070683;15,434263
DG2003/1589;Anonym (Künstler_in);um 1900;1;OX-BEEF! Concentrirtes Fleisch in flüssiger und fester Form;food;bouillion;Vienna;;48,208174;16,373819
DG2003/1591;Anonym (Künstler_in);um 1900;1;"""THEE EXPRESS"" Kochconcentrirter Extract aus den allerbesten Theesorten.";food;tea;Vienna;Schmalzhofgasse 18;48,195306;16,345931
DG2003/1593;Anonym (Künstler_in);um 1900;1;"Anerkannt beste Qualitäten; W. STÖCKL'S FEIGENKAFFEE, aus der ältesten Wiener Feigenkaffeefabrik; V. JOHANNAG.  28; überall zu haben";food;fig coffee;Vienna;Johannagasse 28;48,185225;16,347389
DG2003/1595;Anonym (Künstler_in);um 1900;6;"O Obdivuhodném rozmachu technikých ved; o zázracich lidsekého dumyslu a síly dokonale a vsestranne, odborníkum i laikum srozumitelne po stránce theoretické i praktické obsirne a spolehlive az k poslednim dnum se zretelem k ceské práci poucuje obsáhlé dílo SVETEM PRÁCE A VYNÁLEZU; za spolupracovniciví rady prednich odborných spísovatelu Mnoho set obrazu a priloh. Vycházi v sesitech po 28 halérich. Nakladatelství Jos. R. Vilímka va Praze. Odebírati Ize v kazdém knihkupectví.";entertainment;magazine;Prague;;50,084089;14,423677
DG2003/1596;Anonym (Künstler_in);um 1900;1;Wiener Musik-Verlagshaus I. Johannesgasse No. 17 und I. Kohlmarkt No. 11.;entertainment;magazine;Vienna;Johannesgasse 17;48,204606;16,373839
DG2003/1598;Anonym (Künstler_in);um 1900;12;"SALAMANDER CIPELE NEDOSTIZIVE; Salamander Marka; Najodhikovamji proizvod svenkupne industrye cipeka. Zagreb, Ibica 36";household;shoes;Zagreb;Ibica 36;45,813291;15,971109
DG2003/1600;Anonym (Künstler_in);um 1900;1;"Trinke: KUNZ Nährsalz Kaffee; gemischt mit Bohnenkaffee; … Brüder Kunz, Fabriken Wien und Bigge in Westf.";food;coffee ;Vienna;;48,208174;16,373819
DG2003/1611;Anonym (Künstler_in);um 1900;4;"Még kis gyermek is tudja, hogy a hosszú élet tika; Málnási Siculia";food;juice;Malnaș-Băi;Romania;46,033591;25,823758
